PeakID (cmd=annotatePeaks.pl loss_I315IvI315X.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1109	chr13	62876748	62877247	+	0	NA	Intergenic	THE1A-int|LTR|ERVL-MaLR	-69638	NR_120403	100874176	Hs.402083	NR_047029		LINC00448	-	long intergenic non-protein coding RNA 448	ncRNA
1038	chr19	28299538	28300037	+	0	NA	Intergenic	Intergenic	-306901	NR_135636	102724908		NR_135636	ENSG00000266976	LOC102724908	-	uncharacterized LOC102724908	ncRNA
1217	chr4	176094979	176095478	+	0	NA	intron (NM_181265, intron 1 of 28)	intron (NM_181265, intron 1 of 28)	29387	NM_181265	116966	Hs.532056	NM_170710	ENSG00000150627	WDR17	-	WD repeat domain 17	protein-coding
1060	chr3	123187485	123187984	+	0	NA	Intergenic	Intergenic	-14209	NM_012430	26984	Hs.477361	NM_012430	ENSG00000121542	SEC22A	SEC22L2	SEC22 homolog A, vesicle trafficking protein	protein-coding
1055	chr4	158229456	158229955	+	0	NA	intron (NM_018342, intron 6 of 12)	L1P3b|LINE|L1	19219	NM_018342	55314	Hs.176227	NM_018342	ENSG00000164124	TMEM144	-	transmembrane protein 144	protein-coding
807	chr4	72469250	72469749	+	0	NA	intron (NM_014243, intron 3 of 21)	MIR|SINE|MIR	99722	NM_014243	9508	Hs.590919	NM_014243	ENSG00000156140	ADAMTS3	ADAMTS-4|HKLLS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	protein-coding
965	chr15	57439144	57439643	+	0	NA	exon (NM_001252335, exon 3 of 20)	exon (NM_001252335, exon 3 of 20)	62888	NM_032866	84952	Hs.148989	NM_032866	ENSG00000128849	CGNL1	JACOP|PCING	cingulin like 1	protein-coding
433	chr9	128941569	128942068	+	0	NA	3' UTR (NM_001100876, exon 13 of 13)	3' UTR (NM_001100876, exon 13 of 13)	-5881	NM_015354	23511	Hs.308340	NM_015354	ENSG00000095319	NUP188	KIAA0169|hNup188	nucleoporin 188	protein-coding
1134	chr14	72947584	72948083	+	0	NA	intron (NM_001352448, intron 8 of 13)	intron (NM_001352448, intron 8 of 13)	21369	NR_147990	26094	Hs.331491	NM_015604	ENSG00000119599	DCAF4	WDR21|WDR21A	DDB1 and CUL4 associated factor 4	protein-coding
251	chr1	16868910	16869409	+	0	NA	Intergenic	Intergenic	-3067	NR_160657	112267871		NR_160657		LOC112267871	-	uncharacterized LOC112267871	ncRNA
671	chr7	25636846	25637345	+	0	NA	intron (NR_157815, intron 3 of 4)	intron (NR_157815, intron 3 of 4)	26045	NR_157824	646588	Hs.72068	NR_157808	ENSG00000223561	LOC646588	-	uncharacterized LOC646588	ncRNA
269	chr20	63836473	63836972	+	0	NA	Intergenic	Intergenic	-5458	NM_001369741	140685	Hs.585028	NM_025224	ENSG00000130584	ZBTB46	BTBD4|BZEL|RINZF|ZNF340|dJ583P15.7|dJ583P15.8	zinc finger and BTB domain containing 46	protein-coding
478	chr14	49651794	49652293	+	0	NA	intron (NM_001348385, intron 15 of 18)	L2a|LINE|L2	-16813	NM_018139	55172	Hs.231761	NM_018139	ENSG00000165506	DNAAF2	C14orf104|CILD10|KTU|PF13	dynein axonemal assembly factor 2	protein-coding
864	chr6	145742237	145742736	+	0	NA	intron (NR_038246, intron 1 of 2)	L1P3|LINE|L1	-6463	NM_001360064	7957	Hs.486696	NM_005670	ENSG00000112425	EPM2A	EPM2|MELF	EPM2A glucan phosphatase, laforin	protein-coding
418	chr7	23308276	23308775	+	0	NA	intron (NM_138446, intron 3 of 3)	LTR40a|LTR|ERVL	9186	NM_138446	115416	Hs.87385	NM_138446	ENSG00000156928	MALSU1	C7orf30|mtRsfA	mitochondrial assembly of ribosomal large subunit 1	protein-coding
163	chr10	32894817	32895316	+	0	NA	Intergenic	LTR5A|LTR|ERVK	6406	NR_132768	106633814		NR_132768		SNORA86	-	small nucleolar RNA, H/ACA box 86	snoRNA
611	chr3	134231434	134231933	+	0	NA	intron (NM_001005861, intron 1 of 14)	intron (NM_001005861, intron 1 of 14)	19061	NM_002958	6259	Hs.654562	NM_002958	ENSG00000163785	RYK	D3S3195|JTK5|JTK5A|RYK1	receptor like tyrosine kinase	protein-coding
1129	chr2	74038450	74038949	+	0	NA	intron (NM_001287491, intron 3 of 11)	intron (NM_001287491, intron 3 of 11)	36007	NM_001366022	200424	Hs.208546	NM_001287491	ENSG00000187605	TET3	hCG_40738	tet methylcytosine dioxygenase 3	protein-coding
755	chr18	3520725	3521224	+	0	NA	intron (NM_001242762, intron 7 of 9)	intron (NM_001242762, intron 7 of 9)	54724	NR_110428	100505592	Hs.635114	NR_110428	ENSG00000266835	GAPLINC	LINC01540	gastric adenocarcinoma associated, positive CD44 regulator, long intergenic non-coding RNA	ncRNA
1082	chr6	112688637	112689136	+	0	NA	Intergenic	LTR12C|LTR|ERV1	341556	NM_001013734	442247	Hs.448264	NM_001013734	ENSG00000251258	RFPL4B	RNF211	ret finger protein like 4B	protein-coding
692	chr7	66566186	66566685	+	0	NA	intron (NR_111978, intron 3 of 4)	L2a|LINE|L2	25972	NR_111975	493754	Hs.732409	NR_002933	ENSG00000229180	GS1-124K5.11	-	RAB guanine nucleotide exchange factor 1 pseudogene	pseudo
888	chr18	63208580	63209079	+	0	NA	intron (NM_000633, intron 2 of 2)	intron (NM_000633, intron 2 of 2)	110551	NM_000633	596	Hs.150749	NM_000633	ENSG00000171791	BCL2	Bcl-2|PPP1R50	BCL2 apoptosis regulator	protein-coding
366	chr9	3658499	3658998	+	0	NA	Intergenic	L1MA4A|LINE|L1	-9338	NR_121586	101929302	Hs.122828	NR_121586	ENSG00000232104	RFX3-AS1	CVAT7	RFX3 antisense RNA 1	ncRNA
107	chr11	44329759	44330258	+	0	NA	Intergenic	Intergenic	-19869	NM_021926	60529	Hs.436055	NM_021926	ENSG00000052850	ALX4	CRS5|FND2	ALX homeobox 4	protein-coding
1048	chr2	42324845	42325344	+	0	NA	intron (NM_001145076, intron 18 of 21)	intron (NM_001145076, intron 18 of 21)	34944	NR_134948	9167	Hs.339639	NM_004718	ENSG00000115944	COX7A2L	COX7AR|COX7RP|EB1|SIG81	cytochrome c oxidase subunit 7A2 like	protein-coding
1005	chr21	14997831	14998330	+	0	NA	intron (NM_003489, intron 3 of 3)	intron (NM_003489, intron 3 of 3)	66920	NM_003489	8204	Hs.155017	NM_003489	ENSG00000180530	NRIP1	CAKUT3|RIP140	nuclear receptor interacting protein 1	protein-coding
98	chrX	31554934	31555903	+	0	NA	intron (NM_000109, intron 55 of 78)	intron (NM_000109, intron 55 of 78)	-47120	NM_004014	1756	Hs.495912	NM_000109	ENSG00000198947	DMD	BMD|CMD3B|DXS142|DXS164|DXS206|DXS230|DXS239|DXS268|DXS269|DXS270|DXS272|MRX85	dystrophin	protein-coding
960	chr4	56930837	56931336	+	0	NA	exon (NM_001363453, exon 4 of 4)	exon (NM_001363453, exon 4 of 4)	22173	NM_001193508	5978	Hs.307836	NM_005612	ENSG00000084093	REST	DFNA27|GINGF5|HGF5|NRSF|WT6|XBR	RE1 silencing transcription factor	protein-coding
528	chr3	154593069	154593568	+	0	NA	Intergenic	L2a|LINE|L2	-163128	NM_001038705	344758	Hs.376338	NM_001038705	ENSG00000174948	GPR149	IEDA|PGR10|R35	G protein-coupled receptor 149	protein-coding
1159	chr20	33477896	33478395	+	0	NA	Intergenic	L2a|LINE|L2	-11951	NM_001032999	9139	Hs.153934	NM_005093	ENSG00000078699	CBFA2T2	EHT|MTGR1|ZMYND3|p85	CBFA2/RUNX1 partner transcriptional co-repressor 2	protein-coding
752	chr10	86998784	86999283	+	0	NA	intron (NM_133447, intron 6 of 11)	intron (NM_133447, intron 6 of 11)	-21261	NM_001146157	643161	Hs.729945	NM_001146157	ENSG00000188100	FAM25A	bA96C23.5	family with sequence similarity 25 member A	protein-coding
1144	chr6	53287495	53287994	+	0	NA	intron (NM_001242830, intron 3 of 6)	intron (NM_001242830, intron 3 of 6)	10751	NR_049866	100847075		NR_049866	ENSG00000264056	MIR5685	-	microRNA 5685	ncRNA
434	chr4	183196443	183196942	+	0	NA	intron (NM_024949, intron 2 of 22)	intron (NM_024949, intron 2 of 22)	43942	NR_126473	101928734	Hs.570713	NR_126473	ENSG00000251128	WWC2-AS1	-	WWC2 antisense RNA 1	ncRNA
695	chr17	29204966	29205465	+	0	NA	Intergenic	Intergenic	-24817	NM_078471	399687	Hs.462590	NM_078471	ENSG00000196535	MYO18A	MAJN|MYSPDZ|SP-R210|SPR210	myosin XVIIIA	protein-coding
19	chr19	43194388	43194887	+	0	NA	intron (NM_213633, intron 3 of 4)	intron (NM_213633, intron 3 of 4)	-8101	NM_002781	5673	Hs.654415	NM_002781	ENSG00000204941	PSG5	FL-NCA-3|PSG	pregnancy specific beta-1-glycoprotein 5	protein-coding
1016	chr2	58813737	58814236	+	0	NA	intron (NR_033873, intron 2 of 13)	intron (NR_033873, intron 2 of 13)	293233	NR_033873	400955	Hs.503210	NR_033873	ENSG00000233723	LINC01122	-	long intergenic non-protein coding RNA 1122	ncRNA
1094	chr10	110910106	110910605	+	0	NA	intron (NM_001195304, intron 2 of 4)	L2c|LINE|L2	8581	NM_001195306	92482	Hs.232543	NM_001195304	ENSG00000214413	BBIP1	BBIP10|BBS18|NCRNA00081|bA348N5.3	BBSome interacting protein 1	protein-coding
949	chr6	143460910	143461409	+	0	NA	intron (NM_003630, intron 2 of 11)	LTR16B|LTR|ERVL	10354	NM_003630	8504	Hs.7277	NM_003630	ENSG00000034693	PEX3	PBD10A|PBD10B|TRG18	peroxisomal biogenesis factor 3	protein-coding
505	chr22	42584954	42585453	+	0	NA	non-coding (NR_103820, exon 9 of 9)	non-coding (NR_103820, exon 9 of 9)	-3192	NR_002184	91695	Hs.534041	NR_002184	ENSG00000182841	RRP7BP	RRP7B|dJ222E13.2	ribosomal RNA processing 7 homolog B, pseudogene	pseudo
831	chr3	136608384	136608883	+	0	NA	intron (NM_005862, intron 3 of 33)	AluJb|SINE|Alu	143745	NM_005862	10274	Hs.412586	NM_005862	ENSG00000118007	STAG1	MRD47|SA1|SCC3A	stromal antigen 1	protein-coding
33	chr5	82912668	82913167	+	0	NA	Intergenic	Intergenic	-53081	NR_105016	102546175		NR_105016	ENSG00000281327	LINC01338	-	long intergenic non-protein coding RNA 1338	ncRNA
1198	chr10	14274875	14275374	+	0	NA	intron (NR_134578, intron 2 of 3)	intron (NR_134578, intron 2 of 3)	55760	NR_134578	55691	Hs.330463	NM_018027	ENSG00000151474	FRMD4A	CCAFCA|FRMD4|bA295P9.4	FERM domain containing 4A	protein-coding
1222	chr19	50206742	50207241	+	0	NA	intron (NM_024729, intron 1 of 40)	AluJo|SINE|Alu	3363	NM_024729	79784	Hs.467142	NM_024729	ENSG00000105357	MYH14	DFNA4|DFNA4A|FP17425|MHC16|MYH17|NMHC II-C|NMHC-II-C|PNMHH|myosin	myosin heavy chain 14	protein-coding
310	chr2	234170909	234171408	+	0	NA	Intergenic	Intergenic	120456	NM_006944	6694	Hs.444488	NM_006944	ENSG00000072080	SPP2	SPP-24|SPP24	secreted phosphoprotein 2	protein-coding
1171	chr5	176507752	176508251	+	0	NA	3' UTR (NM_014613, exon 11 of 11)	3' UTR (NM_014613, exon 11 of 11)	29401	NM_014901	22838	Hs.434888	NM_014901	ENSG00000146083	RNF44	-	ring finger protein 44	protein-coding
668	chr2	58865006	58865505	+	0	NA	intron (NR_033873, intron 3 of 13)	intron (NR_033873, intron 3 of 13)	344502	NR_033873	400955	Hs.503210	NR_033873	ENSG00000233723	LINC01122	-	long intergenic non-protein coding RNA 1122	ncRNA
1210	chr3	138767998	138768497	+	0	NA	intron (NM_006219, intron 2 of 23)	MER52A|LTR|ERV1	-60626	NM_001256045	5291	Hs.239818	NM_006219	ENSG00000051382	PIK3CB	P110BETA|PI3K|PI3KBETA|PIK3C1	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	protein-coding
1067	KI270850.1	229917	230416	+	0	NA	NA	NA	NA	NA								
461	chr18	3849257	3849756	+	0	NA	intron (NM_001242761, intron 4 of 11)	intron (NM_001242761, intron 4 of 11)	-4148	NM_001242766	9229	Hs.594640	NM_004746	ENSG00000170579	DLGAP1	DAP-1|DAP-1-ALPHA|DAP-1-BETA|DAP1|DLGAP1A|DLGAP1B|GKAP|SAPAP1	DLG associated protein 1	protein-coding
916	chr5	92546168	92546667	+	0	NA	Intergenic	Intergenic	1024926	NR_109825	441094	Hs.457407	NR_015369	ENSG00000237187	NR2F1-AS1	-	NR2F1 antisense RNA 1	ncRNA
459	chr4	123638547	123639046	+	0	NA	Intergenic	L1PA7|LINE|L1	-11195	NR_027105	285419	Hs.535763	NR_027105	ENSG00000249464	LINC01091	-	long intergenic non-protein coding RNA 1091	ncRNA
724	chr1	112470807	112471306	+	0	NA	intron (NM_001291880, intron 1 of 4)	L1M2|LINE|L1	4515	NM_001291880	7482	Hs.258575	NM_004185	ENSG00000134245	WNT2B	WNT13	Wnt family member 2B	protein-coding
502	chr19	42094524	42095023	+	0	NA	intron (NM_001207026, intron 11 of 12)	L2c|LINE|L2	18607	NM_022752	64763	Hs.13323	NM_022752	ENSG00000105732	ZNF574	FP972	zinc finger protein 574	protein-coding
370	chr8	140448601	140449100	+	0	NA	intron (NM_001160372, intron 2 of 22)	MIRb|SINE|MIR	8894	NM_001321646	83696	Hs.654911	NM_031466	ENSG00000167632	TRAPPC9	IBP|IKBKBBP|MRT13|NIBP|T1|TRS120	trafficking protein particle complex 9	protein-coding
684	chr3	48748441	48748940	+	0	NA	3' UTR (NM_004157, exon 11 of 11)	3' UTR (NM_004157, exon 11 of 11)	-31412	NM_001146178	51447	Hs.595983	NM_016291	ENSG00000068745	IP6K2	IHPK2|InsP6K2|PIUS	inositol hexakisphosphate kinase 2	protein-coding
976	chr18	35461441	35461940	+	0	NA	Intergenic	MIRc|SINE|MIR	35918	NM_001308064	125476	Hs.464903	NM_194281	ENSG00000153391	INO80C	C18orf37|IES6|hIes6	INO80 complex subunit C	protein-coding
1252	chr1	165708184	165708683	+	0	NA	intron (NR_036683, intron 2 of 3)	intron (NR_036683, intron 2 of 3)	9683	NR_036683	440700	Hs.568703	NR_036683	ENSG00000215838	LOC440700	-	carbonic anhydrase 14 pseudogene	pseudo
240	chr15	98761215	98761714	+	0	NA	intron (NM_000875, intron 2 of 20)	intron (NM_000875, intron 2 of 20)	-22962	NR_039864	100616432		NR_039864	ENSG00000264480	MIR4714	-	microRNA 4714	ncRNA
1083	chr1	171505725	171506224	+	0	NA	intron (NM_015172, intron 1 of 33)	Tigger3a|DNA|TcMar-Tigger	20444	NM_015172	23215	Hs.494614	NM_015172	ENSG00000117523	PRRC2C	BAT2-iso|BAT2D1|BAT2L2|XTP2	proline rich coiled-coil 2C	protein-coding
423	chr21	45556990	45557489	+	0	NA	intron (NM_001352511, intron 1 of 5)	intron (NM_001352511, intron 1 of 5)	5786	NM_001352511	6573	Hs.84190	NM_003056	ENSG00000173638	SLC19A1	CHMD|FOLT|IFC-1|IFC1|REFC|RFC|RFC1	solute carrier family 19 member 1	protein-coding
358	chr15	67313372	67313871	+	0	NA	intron (NM_001322475, intron 3 of 17)	intron (NM_001322475, intron 3 of 17)	-58423	NM_001271885	79719	Hs.254642	NM_024666	ENSG00000103591	AAGAB	KPPP1|PPKP1|PPKP1A|p34	alpha and gamma adaptin binding protein	protein-coding
497	chr19	42993243	42993742	+	0	NA	Intergenic	Intergenic	32977	NM_001113410	5680	Hs.741150	NM_002785	ENSG00000243130	PSG11	PSBG-11|PSBG-13|PSG13|PSG14	pregnancy specific beta-1-glycoprotein 11	protein-coding
304	chr7	130932777	130933276	+	0	NA	Intergenic	Tigger3a|DNA|TcMar-Tigger	19562	NR_109780	100506860	Hs.635013	NR_109780		LINC00513	-	long intergenic non-protein coding RNA 513	ncRNA
648	chr22	41781492	41781991	+	0	NA	exon (NM_152513, exon 24 of 31)	exon (NM_152513, exon 24 of 31)	-18881	NM_001304797	79879	Hs.474991	NM_024821	ENSG00000100147	CCDC134	-	coiled-coil domain containing 134	protein-coding
441	chr4	142449793	142450292	+	0	NA	intron (NM_001331040, intron 3 of 25)	intron (NM_001331040, intron 3 of 25)	396493	NM_001331040	8821	Hs.176376	NM_003866	ENSG00000109452	INPP4B	-	inositol polyphosphate-4-phosphatase type II B	protein-coding
28	chr2	99640860	99641359	+	0	NA	intron (NM_001025108, intron 12 of 23)	intron (NM_001025108, intron 12 of 23)	-151092	NM_001321454	51455	Hs.443077	NM_016316	ENSG00000135945	REV1	AIBP80|REV1L	REV1 DNA directed polymerase	protein-coding
260	chr12	6792974	6793473	+	0	NA	intron (NM_001195016, intron 1 of 7)	intron (NM_001195016, intron 1 of 7)	3695	NM_001195015	920	Hs.631659	NM_000616	ENSG00000010610	CD4	CD4mut	CD4 molecule	protein-coding
513	chr7	24618064	24618563	+	0	NA	intron (NM_001303037, intron 1 of 11)	L1MA5A|LINE|L1	44861	NM_001303037	51678	Hs.533355	NM_016447	ENSG00000105926	MPP6	PALS2|VAM-1|VAM1|p55T	membrane palmitoylated protein 6	protein-coding
806	chr15	33233218	33233717	+	0	NA	Intergenic	Intergenic	14088	NR_046005	100652857	Hs.439998	NR_046005		TMCO5B	-	transmembrane and coiled-coil domains 5B (pseudogene)	pseudo
951	chr14	35318000	35318499	+	0	NA	TTS (NM_002791)	TTS (NM_002791)	25867	NM_002791	5687	Hs.446260	NM_002791	ENSG00000100902	PSMA6	IOTA|PROS27|p27K	proteasome subunit alpha 6	protein-coding
1095	chr2	159147292	159147791	+	0	NA	intron (NM_001350062, intron 5 of 23)	intron (NM_001350062, intron 5 of 23)	-39294	NR_106948	102465535		NR_106948	ENSG00000275141	MIR6888	hsa-mir-6888	microRNA 6888	ncRNA
969	chr17	4159377	4159876	+	0	NA	Intergenic	L2c|LINE|L2	15929	NM_001254755	124936	Hs.513871	NM_144611	ENSG00000167740	CYB5D2	-	cytochrome b5 domain containing 2	protein-coding
1070	chr4	124256185	124256684	+	0	NA	Intergenic	L1ME2|LINE|L1	302000	NR_110838	101927087	Hs.518966	NR_110838	ENSG00000261083	LINC02516	-	long intergenic non-protein coding RNA 2516	ncRNA
573	chr3	53284879	53285378	+	0	NA	3' UTR (NM_001290205, exon 11 of 11)	3' UTR (NM_001290205, exon 11 of 11)	-29014	NM_001135055	7086	Hs.89643	NM_001064	ENSG00000163931	TKT	HEL-S-48|HEL107|SDDHD|TK|TKT1	transketolase	protein-coding
1039	chr14	54386726	54387225	+	0	NA	Intergenic	MER68-int|LTR|ERVL	-9893	NM_001330173	1033	Hs.84113	NM_005192	ENSG00000100526	CDKN3	CDI1|CIP2|KAP|KAP1	cyclin dependent kinase inhibitor 3	protein-coding
1108	chr16	3389245	3389744	+	0	NA	intron (NM_001284529, intron 1 of 2)	intron (NM_001284529, intron 1 of 2)	11510	NM_001324343	54925	Hs.592078	NM_017810	ENSG00000140987	ZSCAN32	HCCS-5|ZNF434	zinc finger and SCAN domain containing 32	protein-coding
346	chr10	129515195	129515694	+	0	NA	intron (NM_002412, intron 1 of 4)	intron (NM_002412, intron 1 of 4)	48203	NM_002412	4255	Hs.501522	NM_002412	ENSG00000170430	MGMT	-	O-6-methylguanine-DNA methyltransferase	protein-coding
1223	chr7	130018719	130019218	+	0	NA	intron (NM_016478, intron 9 of 9)	intron (NM_016478, intron 9 of 9)	32417	NM_001363701	51530	Hs.194157	NM_016478	ENSG00000091732	ZC3HC1	HSPC216|NIPA	zinc finger C3HC-type containing 1	protein-coding
276	chr9	136897822	136898321	+	0	NA	intron (NM_021138, intron 1 of 10)	intron (NM_021138, intron 1 of 10)	11338	NR_039697	100616480		NR_039697	ENSG00000266507	MIR4479	-	microRNA 4479	ncRNA
1145	chr20	61450576	61451075	+	0	NA	intron (NM_001794, intron 2 of 15)	intron (NM_001794, intron 2 of 15)	-48596	NM_001252338	1002	Hs.473231	NM_001794	ENSG00000179242	CDH4	CAD4|R-CAD|RCAD	cadherin 4	protein-coding
656	chr7	30092398	30092897	+	0	NA	intron (NM_001350973, intron 13 of 13)	intron (NM_001350973, intron 13 of 13)	-42339	NM_152793	222166	Hs.200100	NM_152793	ENSG00000180354	MTURN	C7orf41|Ells1	maturin, neural progenitor differentiation regulator homolog	protein-coding
733	chr6	11323297	11323796	+	0	NA	intron (NR_073131, intron 1 of 9)	MER20|DNA|hAT-Charlie	58802	NR_073131	4739	Hs.37982	NM_006403	ENSG00000111859	NEDD9	CAS-L|CAS2|CASL|CASS2|HEF1	neural precursor cell expressed, developmentally down-regulated 9	protein-coding
940	chr8	15627013	15627512	+	0	NA	intron (NM_001356429, intron 2 of 10)	MER52D|LTR|ERV1	86999	NM_006765	7991	Hs.426324	NM_006765	ENSG00000104723	TUSC3	D8S1992|M33|MRT22|MRT7|MagT2|N33|OST3A|SLC58A2	tumor suppressor candidate 3	protein-coding
1004	chr10	122040896	122041395	+	0	NA	intron (NM_206862, intron 2 of 22)	intron (NM_206862, intron 2 of 22)	51982	NM_001291877	10579	Hs.501252	NM_006997	ENSG00000138162	TACC2	AZU-1|ECTACC	transforming acidic coiled-coil containing protein 2	protein-coding
216	chr4	75485784	75486283	+	0	NA	intron (NM_015436, intron 8 of 8)	MER57A-int|LTR|ERV1	23263	NR_103725	25898	Hs.48297	NM_015436	ENSG00000163743	RCHY1	ARNIP|CHIMP|PIRH2|PRO1996|RNF199|ZCHY|ZNF363	ring finger and CHY zinc finger domain containing 1	protein-coding
796	chr7	66696750	66697249	+	0	NA	intron (NM_001367745, intron 1 of 7)	intron (NM_001367745, intron 1 of 7)	14833	NM_001367733	27342	Hs.530053	NM_014504	ENSG00000154710	RABGEF1	RABEX5|RAP1|rabex-5	RAB guanine nucleotide exchange factor 1	protein-coding
1253	chr2	234314181	234314680	+	0	NA	Intergenic	L2a|LINE|L2	140165	NR_146988	105373934	Hs.471685	NR_146988	ENSG00000231682	LINC01891	-	long intergenic non-protein coding RNA 1891	ncRNA
249	chr1	51342636	51343135	+	0	NA	intron (NM_001144832, intron 1 of 17)	intron (NM_001144832, intron 1 of 17)	2231	NM_001144832	22996	Hs.112949	NM_001080494	ENSG00000085831	TTC39A	C1orf34|DEME-6	tetratricopeptide repeat domain 39A	protein-coding
40	chr10	21787927	21788426	+	0	NA	intron (NM_022365, intron 9 of 11)	L1M2a|LINE|L1	215554	NM_022365	64215	Hs.499000	NM_022365	ENSG00000136770	DNAJC1	DNAJL1|ERdj1|HTJ1|MTJ1	DnaJ heat shock protein family (Hsp40) member C1	protein-coding
379	chr1	85538237	85538736	+	0	NA	intron (NM_001134445, intron 1 of 6)	intron (NM_001134445, intron 1 of 6)	39714	NM_001134445	23576	Hs.713411	NM_012137	ENSG00000153904	DDAH1	DDAH|DDAH-1|DDAHI|HEL-S-16	dimethylarginine dimethylaminohydrolase 1	protein-coding
844	chr6	73852422	73852921	+	0	NA	Intergenic	L1MA2|LINE|L1	156468	NM_133493	135228	Hs.399891	NM_133493	ENSG00000156535	CD109	CPAMD7|p180|r150	CD109 molecule	protein-coding
143	chr10	14549366	14549865	+	0	NA	promoter-TSS (NM_001320739)	promoter-TSS (NM_001320739)	-978	NM_001320739	83641	Hs.446315	NM_031453	ENSG00000065809	FAM107B	C10orf45|HITS	family with sequence similarity 107 member B	protein-coding
450	chr7	102425584	102426083	+	0	NA	non-coding (NR_038967, exon 9 of 9)	non-coding (NR_038967, exon 9 of 9)	-7697	NM_001271818	80228	Hs.363308	NM_032831	ENSG00000160991	ORAI2	C7orf19|CBCIP2|MEM142B|TMEM142B	ORAI calcium release-activated calcium modulator 2	protein-coding
319	chr17	39160458	39160957	+	0	NA	exon (NM_001143968, exon 5 of 6)	exon (NM_001143968, exon 5 of 6)	5454	NM_001143968	390790	Hs.568007	NM_001143968	ENSG00000141748	ARL5C	ARL12	ADP ribosylation factor like GTPase 5C	protein-coding
121	chr2	230924312	230924811	+	0	NA	intron (NM_005683, intron 1 of 1)	MIRc|SINE|MIR	681	NM_005683	9290	Hs.114545	NM_005683	ENSG00000135898	GPR55	LPIR1	G protein-coupled receptor 55	protein-coding
581	chr11	116819470	116819969	+	0	NA	TTS (NM_000482)	TTS (NM_000482)	3585	NM_000482	337	Hs.1247	NM_000482	ENSG00000110244	APOA4	-	apolipoprotein A4	protein-coding
734	chr5	137870595	137871094	+	0	NA	exon (NM_006790, exon 2 of 10)	exon (NM_006790, exon 2 of 10)	2984	NM_001135940	9499	Hs.84665	NM_006790	ENSG00000120729	MYOT	LGMD1|LGMD1A|MFM3|TTID|TTOD	myotilin	protein-coding
1135	chr15	40739843	40740342	+	0	NA	intron (NM_001323894, intron 7 of 12)	intron (NM_001323894, intron 7 of 12)	15162	NM_018145	55177	Hs.511067	NM_018145	ENSG00000137824	RMDN3	FAM82A2|FAM82C|RMD-3|RMD3|ptpip51	regulator of microtubule dynamics 3	protein-coding
1054	chr8	23129689	23130188	+	0	NA	Intergenic	Intergenic	27124	NM_003841	8794	Hs.655801	NM_003841	ENSG00000173535	TNFRSF10C	CD263|DCR1|DCR1-TNFR|LIT|TRAIL-R3|TRAILR3|TRID	TNF receptor superfamily member 10c	protein-coding
452	chr10	29516510	29517009	+	0	NA	intron (NM_001323599, intron 17 of 38)	intron (NM_001323599, intron 17 of 38)	28338	NR_030335	693189		NR_030335	ENSG00000207612	MIR604	MIRN604|hsa-mir-604	microRNA 604	ncRNA
1049	chr12	89291705	89292204	+	0	NA	Intergenic	LTR16B|LTR|ERVL	60547	NM_001946	1848	Hs.298654	NM_001946	ENSG00000139318	DUSP6	HH19|MKP3|PYST1	dual specificity phosphatase 6	protein-coding
