PeakID (cmd=annotatePeaks.pl gain_I315IvI315X.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
27453	chr12	75341819	75342318	+	0	NA	intron (NM_001304964, intron 1 of 5)	L1MD2|LINE|L1	7398	NM_001304964	256710	Hs.567788	NM_152779	ENSG00000173401	GLIPR1L1	ALKN2972|PRO7434	GLIPR1 like 1	protein-coding
22674	chr2	176562394	176562893	+	0	NA	Intergenic	MLT1M|LTR|ERVL-MaLR	38409	NR_031648	100302142		NR_031648	ENSG00000283203	MIR1246	MIRN1246|hsa-mir-1246	microRNA 1246	ncRNA
18830	chr17	82267452	82267951	+	0	NA	intron (NM_001363749, intron 1 of 8)	intron (NM_001363749, intron 1 of 8)	5999	NM_001363749	1453	Hs.631725	NM_001893	ENSG00000141551	CSNK1D	ASPS|CKI-delta|CKId|CKIdelta|FASPS2|HCKID	casein kinase 1 delta	protein-coding
22124	chr6	141401144	141401643	+	0	NA	Intergenic	Intergenic	687406	NM_002511	4829	Hs.552106	NM_002511	ENSG00000135577	NMBR	BB1|BB1R|NMB-R	neuromedin B receptor	protein-coding
24476	chr19	33473608	33474107	+	0	NA	intron (NM_001166057, intron 5 of 12)	intron (NM_001166057, intron 5 of 12)	47934	NM_001166057	5184	Hs.36473	NM_000285	ENSG00000124299	PEPD	PROLIDASE	peptidase D	protein-coding
7674	chr4	163063825	163064324	+	0	NA	Intergenic	AluJb|SINE|Alu	29554	NR_039659	100616234		NR_039659	ENSG00000283468	MIR4454	-	microRNA 4454	ncRNA
10621	chr2	201008197	201008696	+	0	NA	intron (NM_001321619, intron 7 of 11)	intron (NM_001321619, intron 7 of 11)	-44786	NM_006190	4999	Hs.444870	NM_006190	ENSG00000115942	ORC2	ORC2L	origin recognition complex subunit 2	protein-coding
27231	chr9	80889623	80890122	+	0	NA	Intergenic	Intergenic	799663	NM_001303104	7088	Hs.197320	NM_005077	ENSG00000196781	TLE1	ESG|ESG1|GRG1	TLE family member 1, transcriptional corepressor	protein-coding
22809	chr8	6144813	6145312	+	0	NA	Intergenic	Intergenic	261486	NR_040040	100287015	Hs.156928	NR_040040	ENSG00000246089	LOC100287015	-	uncharacterized LOC100287015	ncRNA
28788	chr15	75156664	75157163	+	0	NA	Intergenic	Intergenic	-44969	NM_015492	56905	Hs.17936	NM_015492	ENSG00000167173	C15orf39	-	chromosome 15 open reading frame 39	protein-coding
11534	chr6	161067713	161068212	+	0	NA	intron (NM_001291958, intron 4 of 27)	intron (NM_001291958, intron 4 of 27)	76193	NM_005922	4216	Hs.390428	NM_005922	ENSG00000085511	MAP3K4	MAPKKK4|MEKK 4|MEKK4|MTK1|PRO0412	mitogen-activated protein kinase kinase kinase 4	protein-coding
12024	chrX	56478042	56478541	+	0	NA	Intergenic	Intergenic	-85302	NM_013444	29978	Hs.179309	NM_013444	ENSG00000188021	UBQLN2	ALS15|CHAP1|DSK2|HRIHFB2157|N4BP4|PLIC2	ubiquilin 2	protein-coding
20417	chr2	10584720	10585219	+	0	NA	intron (NR_048552, intron 18 of 19)	intron (NR_048552, intron 18 of 19)	105006	NM_024894	79954	Hs.222494	NM_024894	ENSG00000115761	NOL10	PQBP5	nucleolar protein 10	protein-coding
7596	chr8	127041677	127042176	+	0	NA	Intergenic	Intergenic	28772	NR_045262	100750225	Hs.571530	NR_045262	ENSG00000253438	PCAT1	PCA1|PCAT-1	prostate cancer associated transcript 1	ncRNA
20071	chr11	112195864	112196363	+	0	NA	intron (NM_031938, intron 5 of 11)	intron (NM_031938, intron 5 of 11)	19747	NM_001256397	83875	Hs.728325	NM_031938	ENSG00000197580	BCO2	B-DIOX-II|BCDO2	beta-carotene oxygenase 2	protein-coding
24926	chr3	30370834	30371333	+	0	NA	Intergenic	Intergenic	-147785	NR_147054	101928015	Hs.581534	NR_147054		LINC01985	-	long intergenic non-protein coding RNA 1985	ncRNA
7190	chr5	94423353	94423852	+	0	NA	intron (NM_001145678, intron 14 of 20)	intron (NM_001145678, intron 14 of 20)	195002	NM_173665	285600	Hs.425123	NM_173665	ENSG00000185261	KIAA0825	C5orf36	KIAA0825	protein-coding
16156	chr6	15608304	15608803	+	0	NA	intron (NR_036448, intron 7 of 9)	HAL1|LINE|L1	54475	NR_036448	84062	Hs.571148	NM_032122	ENSG00000047579	DTNBP1	BLOC1S8|DBND|HPS7|My031|SDY	dystrobrevin binding protein 1	protein-coding
7086	chr7	46230885	46231384	+	0	NA	Intergenic	Intergenic	-309862	NM_001013398	3486	Hs.450230	NM_000598	ENSG00000146674	IGFBP3	BP-53|IBP3	insulin like growth factor binding protein 3	protein-coding
28267	chr21	43956237	43956736	+	0	NA	intron (NM_001037553, intron 1 of 8)	MIR|SINE|MIR	31088	NM_001037553	56894	Hs.248785	NM_020132	ENSG00000160216	AGPAT3	1-AGPAT 3|LPAAT-GAMMA1|LPAAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	protein-coding
23688	chr5	100401468	100401967	+	0	NA	Intergenic	ERV3-16A3_LTR|LTR|ERVL	-13463	NR_027503	100133050	Hs.534796	NR_027503		LOC100133050	-	glucuronidase beta pseudogene	pseudo
12344	chr20	57772495	57772994	+	0	NA	Intergenic	Intergenic	-61208	NM_199171	56937	Hs.517155	NM_020182	ENSG00000124225	PMEPA1	STAG1|TMEPAI	prostate transmembrane protein, androgen induced 1	protein-coding
17592	chr3	123799436	123799935	+	0	NA	intron (NM_001321309, intron 3 of 32)	intron (NM_001321309, intron 3 of 32)	84647	NM_053025	4638	Hs.477375	NM_005965	ENSG00000065534	MYLK	AAT7|KRP|MLCK|MLCK1|MLCK108|MLCK210|MSTP083|MYLK1|smMLCK	myosin light chain kinase	protein-coding
14818	chr9	72140559	72141058	+	0	NA	intron (NM_001242507, intron 1 of 13)	intron (NM_001242507, intron 1 of 13)	-8543	NM_001242505	9615	Hs.494163	NM_004293	ENSG00000119125	GDA	CYPIN|GAH|GUANASE|NEDASIN	guanine deaminase	protein-coding
23311	chr12	69897751	69898250	+	0	NA	intron (NM_182530, intron 10 of 24)	intron (NM_182530, intron 10 of 24)	72773	NM_182530	196446	Hs.253773	NM_182530	ENSG00000166268	MYRFL	C12orf15|C12orf28|bcm1377	myelin regulatory factor like	protein-coding
21410	chr2	224909823	224910322	+	0	NA	intron (NM_001290263, intron 3 of 55)	intron (NM_001290263, intron 3 of 55)	36977	NM_001290263	55619	Hs.46578	NM_014689	ENSG00000135905	DOCK10	DRIP2|Nbla10300|ZIZ3	dedicator of cytokinesis 10	protein-coding
10635	chr2	15660431	15660930	+	0	NA	Intergenic	Intergenic	-30102	NR_110201	101926966	Hs.502835	NR_110201	ENSG00000231031	LINC01804	-	long intergenic non-protein coding RNA 1804	ncRNA
1759	chr4	155319471	155319970	+	0	NA	Intergenic	MER67D|LTR|ERV1	-34496	NR_125937	102724776	Hs.61271	NR_125937	ENSG00000250910	LOC102724776	-	uncharacterized LOC102724776	ncRNA
7155	chr13	29875640	29876139	+	0	NA	intron (NR_046510, intron 1 of 1)	intron (NR_046510, intron 1 of 1)	12516	NR_046510	100874059	Hs.569261	NR_046510	ENSG00000224329	LINC00297	NCRNA00297	long intergenic non-protein coding RNA 297	ncRNA
12303	chr6	143055146	143055645	+	0	NA	Intergenic	MLT1C|LTR|ERVL-MaLR	-3968	NM_001286587	51390	Hs.567501	NM_016108	ENSG00000146416	AIG1	AIG-1|dJ95L4.1	androgen induced 1	protein-coding
18360	chr3	100045644	100046143	+	0	NA	intron (NM_001042459, intron 1 of 4)	intron (NM_001042459, intron 1 of 4)	68620	NM_001042459	11259	Hs.104672	NM_014890	ENSG00000168386	FILIP1L	DOC-1|DOC1|GIP130|GIP90	filamin A interacting protein 1 like	protein-coding
599	chr6	4291389	4291888	+	0	NA	Intergenic	Tigger3b|DNA|TcMar-Tigger	-101609	NR_125874	102724096	Hs.571140	NR_125874		LOC102724096	-	uncharacterized LOC102724096	ncRNA
12281	chr7	92987037	92987536	+	0	NA	Intergenic	Intergenic	130693	NM_017654	54809	Hs.65641	NM_017654	ENSG00000205413	SAMD9	C7orf5|DRIF1|MIRAGE|NFTC|OEF1|OEF2	sterile alpha motif domain containing 9	protein-coding
22779	chr1	232145749	232146248	+	0	NA	Intergenic	UCON17|Unknown|Unknown	220164	NR_126441	104472714		NR_126441	ENSG00000226758	DISC1-IT1	-	DISC1 intronic transcript 1	ncRNA
17659	chr3	151540441	151540940	+	0	NA	Intergenic	L1ME3A|LINE|L1	25305	NR_049818	100847036		NR_049818	ENSG00000264330	MIR5186	-	microRNA 5186	ncRNA
26241	chr5	72007246	72007745	+	0	NA	Intergenic	Intergenic	-99980	NM_005909	4131	Hs.335079	NM_005909	ENSG00000131711	MAP1B	FUTSCH|MAP5|PPP1R102	microtubule associated protein 1B	protein-coding
3430	chr7	35736711	35737210	+	0	NA	Intergenic	L1ME2z|LINE|L1	20523	NR_108082	100506725	Hs.304253	NR_108082	ENSG00000227544	LOC100506725	-	uncharacterized LOC100506725	ncRNA
18995	chr10	12445467	12445966	+	0	NA	intron (NM_001351032, intron 3 of 11)	intron (NM_001351032, intron 3 of 11)	56734	NM_001351032	57118	Hs.600547	NM_020397	ENSG00000183049	CAMK1D	CKLiK|CaM-K1|CaMKID	calcium/calmodulin dependent protein kinase ID	protein-coding
3175	chr9	79945341	79945840	+	0	NA	intron (NR_121213, intron 1 of 2)	intron (NR_121213, intron 1 of 2)	-29433	NR_121212	101927477	Hs.571630	NR_121212		LINC01507	XLOC_000303	long intergenic non-protein coding RNA 1507	ncRNA
21656	chr15	58374277	58374776	+	0	NA	Intergenic	Intergenic	-57465	NM_000236	3990	Hs.654472	NM_000236	ENSG00000166035	LIPC	HDLCQ12|HL|HTGL|LIPH	lipase C, hepatic type	protein-coding
22276	chr3	155436929	155437428	+	0	NA	Intergenic	Intergenic	-48625	NR_146955	100874036	Hs.128933	NR_146955	ENSG00000242925	PLCH1-AS2	-	PLCH1 antisense RNA 2	ncRNA
10529	chr2	9336924	9337423	+	0	NA	intron (NM_003887, intron 9 of 27)	intron (NM_003887, intron 9 of 27)	85418	NR_134951	9270	Hs.467662	NM_004763	ENSG00000119185	ITGB1BP1	ICAP-1A|ICAP-1B|ICAP-1alpha|ICAP1|ICAP1A|ICAP1B	integrin subunit beta 1 binding protein 1	protein-coding
24312	chr10	77340762	77341261	+	0	NA	intron (NM_001322838, intron 1 of 29)	intron (NM_001322838, intron 1 of 29)	9750	NM_001322838	3778	Hs.144795	NM_002247	ENSG00000156113	KCNMA1	BKTM|CADEDS|KCa1.1|MaxiK|PNKD3|SAKCA|SLO|SLO-ALPHA|SLO1|bA205K10.1|hSlo|mSLO1	potassium calcium-activated channel subfamily M alpha 1	protein-coding
13827	chr4	73687314	73687813	+	0	NA	Intergenic	L1PREC2|LINE|L1	-53006	NM_001354840	3576	Hs.624	NM_000584	ENSG00000169429	CXCL8	GCP-1|GCP1|IL8|LECT|LUCT|LYNAP|MDNCF|MONAP|NAF|NAP-1|NAP1	C-X-C motif chemokine ligand 8	protein-coding
2431	chr3	191889769	191890268	+	0	NA	Intergenic	Intergenic	-348612	NR_046596	100873986	Hs.581652	NR_046596	ENSG00000231383	FGF12-AS1	-	FGF12 antisense RNA 1	ncRNA
25641	chr11	8233988	8234487	+	0	NA	intron (NM_001270428, intron 1 of 3)	intron (NM_001270428, intron 1 of 3)	29641	NR_073006	4004	Hs.654426	NM_002315	ENSG00000166407	LMO1	RBTN1|RHOM1|TTG1	LIM domain only 1	protein-coding
6413	chr9	106682380	106682879	+	0	NA	Intergenic	(CAA)n|Simple_repeat|Simple_repeat	66571	NR_104145	100996590	Hs.147110	NR_104145	ENSG00000234323	LINC01505	-	long intergenic non-protein coding RNA 1505	ncRNA
10465	chr3	123632171	123632670	+	0	NA	intron (NM_001321309, intron 28 of 32)	intron (NM_001321309, intron 28 of 32)	-11872	NM_053031	4638	Hs.477375	NM_005965	ENSG00000065534	MYLK	AAT7|KRP|MLCK|MLCK1|MLCK108|MLCK210|MSTP083|MYLK1|smMLCK	myosin light chain kinase	protein-coding
15585	chr13	45235989	45236488	+	0	NA	intron (NM_004128, intron 5 of 7)	CR1_Mam|LINE|CR1	-35193	NM_198404	386618	Hs.23406	NM_198404	ENSG00000180332	KCTD4	bA321C24.3	potassium channel tetramerization domain containing 4	protein-coding
3984	chr2	30280583	30281082	+	0	NA	Intergenic	L2c|LINE|L2	49298	NM_030915	81606	Hs.567598	NM_030915	ENSG00000213626	LBH	-	LBH regulator of WNT signaling pathway	protein-coding
11731	chr10	34124651	34125150	+	0	NA	intron (NM_001184789, intron 21 of 22)	intron (NM_001184789, intron 21 of 22)	-352220	NR_038932	100505583	Hs.568804	NR_038932	ENSG00000261683	LINC00838	-	long intergenic non-protein coding RNA 838	ncRNA
10086	chr6	80440362	80440861	+	0	NA	Intergenic	Intergenic	333940	NM_183050	594	Hs.156414	NM_000056	ENSG00000083123	BCKDHB	BCKDE1B|BCKDH E1-beta|E1B	branched chain keto acid dehydrogenase E1 subunit beta	protein-coding
25054	chr5	143880118	143880617	+	0	NA	Intergenic	LTR16A|LTR|ERVL	68206	NM_021182	57824	Hs.158320	NM_021182	ENSG00000158497	HMHB1	HB-1|HB-1Y|HLA-HB1	histocompatibility minor HB-1	protein-coding
26384	chr6	19366926	19367425	+	0	NA	Intergenic	ERV3-16A3_I-int|LTR|ERVL	-82646	NR_134615	105374960	Hs.519913	NR_134615		LOC105374960	-	uncharacterized LOC105374960	ncRNA
18215	chr4	183335315	183335814	+	0	NA	Intergenic	MamRTE1|LINE|RTE-BovB	-13138	NM_001185149	100132463	Hs.727475	NM_001185149	ENSG00000185758	CLDN24	CLDN21	claudin 24	protein-coding
4303	chrX	45449893	45450392	+	0	NA	Intergenic	Intergenic	-55246	NR_104645	101927528	Hs.550772	NR_104644	ENSG00000229563	LINC01204	-	long intergenic non-protein coding RNA 1204	ncRNA
18107	chr1	208455800	208456299	+	0	NA	Intergenic	Intergenic	-211665	NM_025179	5362	Hs.497626	NM_025179	ENSG00000076356	PLXNA2	OCT|PLXN2	plexin A2	protein-coding
19324	chr1	9449108	9449607	+	0	NA	Intergenic	Intergenic	-20361	NR_104622	100506022	Hs.131775	NR_104622	ENSG00000284693	LINC02606	-	long intergenic non-protein coding RNA 2606	ncRNA
9911	chr12	74328597	74329096	+	0	NA	Intergenic	Intergenic	-36215	NR_038300	100507377	Hs.455715	NR_038300	ENSG00000251138	LOC100507377	-	uncharacterized LOC100507377	ncRNA
7044	chr4	141353134	141353633	+	0	NA	Intergenic	Intergenic	-20766	NR_121625	100507639	Hs.535010	NR_121625		LINC02432	-	long intergenic non-protein coding RNA 2432	ncRNA
14823	chr5	56558252	56558751	+	0	NA	intron (NR_161255, intron 1 of 5)	intron (NR_161255, intron 1 of 5)	47755	NR_161255	101928448	Hs.208052	NM_001287053	ENSG00000225940	C5orf67	-	chromosome 5 open reading frame 67	ncRNA
221	chr10	113087267	113087766	+	0	NA	intron (NM_001198528, intron 4 of 14)	intron (NM_001198528, intron 4 of 14)	-39117	NM_001349871	6934	Hs.593995	NM_030756	ENSG00000148737	TCF7L2	TCF-4|TCF4	transcription factor 7 like 2	protein-coding
27497	chr9	31030632	31031131	+	0	NA	Intergenic	Intergenic	350609	NR_135134	101929620	Hs.547175	NR_135134	ENSG00000260720	LINC01243	-	long intergenic non-protein coding RNA 1243	ncRNA
19651	chr16	8920563	8921062	+	0	NA	intron (NM_001286458, intron 5 of 31)	intron (NM_001286458, intron 5 of 31)	15827	NM_001286457	7874	Hs.386939	NM_003470	ENSG00000187555	USP7	HAUSP|TEF1	ubiquitin specific peptidase 7	protein-coding
19044	chr10	103507760	103508259	+	0	NA	intron (NR_120675, intron 2 of 3)	intron (NR_120675, intron 2 of 3)	9433	NR_120676	102724341	Hs.599425	NR_120675	ENSG00000235470	NEURL1-AS1	-	NEURL1 antisense RNA 1	ncRNA
20475	chr4	101991415	101991914	+	0	NA	intron (NM_017935, intron 7 of 16)	intron (NM_017935, intron 7 of 16)	177822	NM_001083907	55024	Hs.480400	NM_017935	ENSG00000153064	BANK1	BANK	B cell scaffold protein with ankyrin repeats 1	protein-coding
6105	chr10	88152732	88153231	+	0	NA	Intergenic	Intergenic	289356	NM_001304717	5728	Hs.500466	NM_000314	ENSG00000171862	PTEN	10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|PTENbeta|TEP1	phosphatase and tensin homolog	protein-coding
20931	chr2	69082568	69083067	+	0	NA	intron (NM_032208, intron 8 of 17)	intron (NM_032208, intron 8 of 17)	-20865	NR_036073	100423030		NR_036073	ENSG00000266649	MIR3126	mir-3126	microRNA 3126	ncRNA
24049	chr2	204550708	204551207	+	0	NA	intron (NM_205863, intron 1 of 21)	intron (NM_205863, intron 1 of 21)	5482	NM_057177	117583	Hs.657382	NM_057177	ENSG00000116117	PARD3B	ALS2CR19|PAR3B|PAR3L|PAR3beta	par-3 family cell polarity regulator beta	protein-coding
2479	chr16	11079471	11079970	+	0	NA	intron (NM_015226, intron 18 of 22)	intron (NM_015226, intron 18 of 22)	135156	NM_015226	23274	Hs.35490	NM_015226	ENSG00000038532	CLEC16A	Gop-1|KIAA0350	C-type lectin domain containing 16A	protein-coding
24792	chr8	98211357	98211856	+	0	NA	intron (NR_135747, intron 7 of 11)	intron (NR_135747, intron 7 of 11)	82629	NM_001321636	79815	Hs.309489	NM_024759	ENSG00000104361	NIPAL2	NPAL2	NIPA like domain containing 2	protein-coding
8989	chr11	107116307	107116806	+	0	NA	Intergenic	Intergenic	-98080	NM_000855	2977	Hs.24321	NM_000855	ENSG00000152402	GUCY1A2	GC-SA2|GUC1A2	guanylate cyclase 1 soluble subunit alpha 2	protein-coding
12266	chr7	112481786	112482285	+	0	NA	intron (NM_182597, intron 1 of 3)	intron (NM_182597, intron 1 of 3)	1044	NM_182597	286006	Hs.396189	NM_182597	ENSG00000181016	LSMEM1	C7orf53	leucine rich single-pass membrane protein 1	protein-coding
9856	chr3	73480035	73480534	+	0	NA	intron (NM_015009, intron 3 of 9)	intron (NM_015009, intron 3 of 9)	-5652	NM_001303141	23024	Hs.660347	NM_015009	ENSG00000121440	PDZRN3	LNX3|SEMACAP3|SEMCAP3	PDZ domain containing ring finger 3	protein-coding
1051	chr6	44538201	44538700	+	0	NA	Intergenic	Intergenic	13431	NR_134609	105375075	Hs.123393	NR_134609		LOC105375075	-	uncharacterized LOC105375075	ncRNA
19003	chr19	39568564	39569063	+	0	NA	Intergenic	Intergenic	-28652	NM_153232	163126	Hs.18949	NM_153232	ENSG00000176396	EID2	CRI2|EID-2	EP300 interacting inhibitor of differentiation 2	protein-coding
10512	chr20	3995249	3995748	+	0	NA	intron (NM_001134338, intron 1 of 6)	intron (NM_001134338, intron 1 of 6)	20060	NM_007219	11237	Hs.547576	NM_007219	ENSG00000101236	RNF24	G1L	ring finger protein 24	protein-coding
24329	chr17	33012654	33013153	+	0	NA	TTS (NM_001094)	TTS (NM_001094)	20052	NM_001317225	124912	Hs.434112	NM_173847	ENSG00000141316	SPACA3	ALLP17|CT54|LYC3|LYZC|LYZL3|SLLP1	sperm acrosome associated 3	protein-coding
3963	chr2	163826407	163826906	+	0	NA	Intergenic	L1MA1|LINE|L1	-90648	NM_018086	55137	Hs.593650	NM_018086	ENSG00000182263	FIGN	-	fidgetin, microtubule severing factor	protein-coding
23594	chr10	4494458	4494957	+	0	NA	Intergenic	Intergenic	88238	NR_108056	100507059	Hs.158438	NR_108054	ENSG00000224382	LINC00703	-	long intergenic non-protein coding RNA 703	ncRNA
25831	chr13	28484037	28484536	+	0	NA	intron (NM_002019, intron 1 of 29)	intron (NM_002019, intron 1 of 29)	10842	NM_001160031	2321	Hs.594454	NM_002019	ENSG00000102755	FLT1	FLT|FLT-1|VEGFR-1|VEGFR1	fms related tyrosine kinase 1	protein-coding
28691	chr2	44771372	44771871	+	0	NA	intron (NM_024766, intron 10 of 10)	intron (NM_024766, intron 10 of 10)	167267	NR_147194	107985879	Hs.436392	NR_147194	ENSG00000259439	LINC01833	K21.1|RP11-89	long intergenic non-protein coding RNA 1833	ncRNA
12769	chr10	98374537	98375036	+	0	NA	Intergenic	Intergenic	20521	NR_031619	100302133		NR_031619	ENSG00000284415	MIR1287	MIRN1287|hsa-mir-1287|mir-1287	microRNA 1287	ncRNA
28370	chr2	11920998	11921497	+	0	NA	Intergenic	Intergenic	-84261	NR_036226	100422996		NR_036226	ENSG00000265172	MIR4262	-	microRNA 4262	ncRNA
22106	chr16	90092757	90093256	+	0	NA	Intergenic	PRIMA41-int|LTR|ERV1	-9258	NR_126161	100996541	Hs.652849	NR_126161		FAM157C	-	family with sequence similarity 157 member C	ncRNA
29239	chr2	234702830	234703329	+	0	NA	intron (NR_132376, intron 2 of 2)	intron (NR_132376, intron 2 of 2)	20411	NR_132376	106144537	Hs.580616	NR_132376	ENSG00000280744	LINC01173	-	long intergenic non-protein coding RNA 1173	ncRNA
4397	chr4	147844844	147845343	+	0	NA	intron (NM_024605, intron 3 of 22)	L2b|LINE|L2	62498	NR_039962	100616246		NR_039962	ENSG00000264274	MIR4799	-	microRNA 4799	ncRNA
940	chr2	161030544	161031043	+	0	NA	Intergenic	MLT1K|LTR|ERVL-MaLR	-106162	NM_133484	10010	Hs.132257	NM_004180	ENSG00000136560	TANK	I-TRAF|ITRAF|TRAF2	TRAF family member associated NFKB activator	protein-coding
23791	chr10	106980863	106981362	+	0	NA	intron (NM_001206569, intron 1 of 25)	intron (NM_001206569, intron 1 of 25)	183594	NM_001206569	114815	Hs.591915	NM_052918	ENSG00000108018	SORCS1	hSorCS	sortilin related VPS10 domain containing receptor 1	protein-coding
16859	chr2	98805369	98805868	+	0	NA	intron (NM_207362, intron 7 of 9)	intron (NM_207362, intron 7 of 9)	-33720	NR_126337	101927070	Hs.469395	NR_126337		LINC02611	-	long intergenic non-protein coding RNA 2611	ncRNA
7425	chr5	80937503	80938002	+	0	NA	Intergenic	Intergenic	-22611	NM_006909	5924	Hs.162129	NM_006909	ENSG00000113319	RASGRF2	GRF2|RAS-GRF2	Ras protein specific guanine nucleotide releasing factor 2	protein-coding
18277	chr11	15507470	15507969	+	0	NA	Intergenic	Intergenic	-136166	NM_001293172	102724957	Hs.512245	NM_001293172		LOC102724957	-	uncharacterized LOC102724957	protein-coding
25083	chr13	43815188	43815687	+	0	NA	Intergenic	Intergenic	-28465	NM_001347971	55068	Hs.128258	NM_017993	ENSG00000120658	ENOX1	CNOX|PIG38|bA64J21.1|cCNOX	ecto-NOX disulfide-thiol exchanger 1	protein-coding
14234	chr5	56522931	56523430	+	0	NA	intron (NR_161255, intron 4 of 5)	intron (NR_161255, intron 4 of 5)	-41411	NR_104664	102467147	Hs.650177	NR_104664	ENSG00000248727	LINC01948	-	long intergenic non-protein coding RNA 1948	ncRNA
15945	chr2	36731780	36732279	+	0	NA	intron (NM_001177969, intron 3 of 14)	intron (NM_001177969, intron 3 of 14)	35322	NM_001177971	5212	Hs.137415	NM_053276	ENSG00000205221	VIT	VIT1	vitrin	protein-coding
26353	chr3	150391154	150391653	+	0	NA	Intergenic	Intergenic	-16895	NR_130136	9819	Hs.722470	NM_014779	ENSG00000196428	TSC22D2	TILZ4a|TILZ4b|TILZ4c	TSC22 domain family member 2	protein-coding
10845	chr11	18491050	18491549	+	0	NA	intron (NM_006292, intron 7 of 9)	MER77B|LTR|ERVL	35443	NM_001144071	160287	Hs.668877	NM_144972	ENSG00000166800	LDHAL6A	LDH6A	lactate dehydrogenase A like 6A	protein-coding
3946	chr5	71891845	71892344	+	0	NA	Intergenic	Intergenic	172819	NM_004291	9607	Hs.1707	NM_004291	ENSG00000164326	CARTPT	CART	CART prepropeptide	protein-coding
24185	chr1	184972259	184972758	+	0	NA	intron (NM_052966, intron 1 of 13)	intron (NM_052966, intron 1 of 13)	2000	NM_052966	116496	Hs.518662	NM_052966	ENSG00000135842	NIBAN1	C1orf24|FAM129A|GIG39|NIBAN	niban apoptosis regulator 1	protein-coding
10061	chr3	160616678	160617177	+	0	NA	Intergenic	MLT1J1|LTR|ERVL-MaLR	-51356	NM_002268	3840	Hs.467866	NM_002268	ENSG00000186432	KPNA4	IPOA3|QIP1|SRP3	karyopherin subunit alpha 4	protein-coding
18458	chr2	40380000	40380499	+	0	NA	intron (NM_001351483, intron 2 of 8)	MIRc|SINE|MIR	50055	NM_001252624	6546	Hs.31961	NM_021097	ENSG00000183023	SLC8A1	NCX1	solute carrier family 8 member A1	protein-coding
3282	chr2	30437069	30437568	+	0	NA	Intergenic	Intergenic	-9928	NM_001304445	253558	Hs.468048	NM_182551	ENSG00000172954	LCLAT1	1AGPAT8|AGPAT8|ALCAT1|HSRG1849|LYCAT|UNQ1849	lysocardiolipin acyltransferase 1	protein-coding
12855	chr1	242012189	242012688	+	0	NA	Intergenic	Intergenic	-13340	NM_001004343	440738	Hs.534971	NM_001004343	ENSG00000197769	MAP1LC3C	ATG8J|LC3C	microtubule associated protein 1 light chain 3 gamma	protein-coding
2865	chr18	9835321	9835820	+	0	NA	intron (NM_006868, intron 5 of 6)	intron (NM_006868, intron 5 of 6)	-50403	NM_001098529	84203	Hs.98712	NM_032243	ENSG00000168454	TXNDC2	SPTRX|SPTRX1	thioredoxin domain containing 2	protein-coding
24554	chr8	73588037	73588536	+	0	NA	intron (NM_001164384, intron 9 of 10)	L1MCc|LINE|L1	158554	NM_001164380	27067	Hs.561815	NM_014393	ENSG00000040341	STAU2	39K2|39K3	staufen double-stranded RNA binding protein 2	protein-coding
